bundle_id,namespace,kind,declares_license_field,licence_ids_in_free_text,names_upstream_in_free_text,provenance_verdict
@anthropic-impeccable/anti-pattern-center-everything,@anthropic-impeccable,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/anti-pattern-gray-on-colored-bg,@anthropic-impeccable,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/anti-pattern-modal-as-default,@anthropic-impeccable,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/anti-pattern-rounded-border-accent,@anthropic-impeccable,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/anti-pattern-sparklines-as-decoration,@anthropic-impeccable,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/fact-button-label-formula,@anthropic-impeccable,fact,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/fact-dark-mode-not-inverted-light,@anthropic-impeccable,fact,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/fact-stagger-cap-for-large-lists,@anthropic-impeccable,fact,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/pattern-multi-dimension-hierarchy,@anthropic-impeccable,pattern,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/principle-ai-slop-test,@anthropic-impeccable,principle,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/principle-cards-not-required,@anthropic-impeccable,principle,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/principle-font-pairing-contrast,@anthropic-impeccable,principle,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/principle-perceived-performance,@anthropic-impeccable,principle,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/principle-tinted-neutrals,@anthropic-impeccable,principle,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/principle-unforgettable-one-thing,@anthropic-impeccable,principle,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/rule-empty-state-teaches,@anthropic-impeccable,rule,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/rule-exit-faster-than-entrance,@anthropic-impeccable,rule,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/rule-no-redundant-copy,@anthropic-impeccable,rule,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/rule-single-orchestrated-entrance,@anthropic-impeccable,rule,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/template-accordion-grid-rows,@anthropic-impeccable,template,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/template-dark-mode-surface-hierarchy,@anthropic-impeccable,template,False,,False,NO-UPSTREAM-CLAIMED
@anthropic-impeccable/template-font-loading-fout-fix,@anthropic-impeccable,template,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@anthropic-impeccable/template-opentype-features,@anthropic-impeccable,template,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-accessibility-after-thought,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ai-generated-ui,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ai-slop-aesthetics,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-alert-on-everything,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-batch-only-pipelines,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-blocking-third-party,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-breaking-keyboard-flow,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-burying-frequent-actions,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-cherry-picking-evidence,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-clear-form-on-failure,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-click-to-open-only,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-color-only-meaning,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-cramped-ui,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-custom-cursor-a11y,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-dark-pattern-consent,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-decorative-spinning,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-eval-user-input,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-fake-trust-signals,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-flag-as-language,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-generic-error-text,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-generic-saas-blue,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-hardcoded-pixel-values,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-hover-only-interaction,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ignoring-negative-experiments,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-infinite-marquee-no-pause,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-invisible-focus,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ios-fullscreen-spinner,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ios-hamburger-menu,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ios-ignore-safe-area,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ios-non-dismissable-modal,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-ios-stacked-modals,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-leaky-target,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-magic-numbers,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-md5-for-passwords,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-missing-empty-state,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-multi-change-experiment,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-no-bounce-everything,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-no-loading-state,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-open-redirect,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-outline-suppression,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-overloaded-screen,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-rainbow-explosion,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-rpc-as-rest,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-snowflake-server,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-sql-string-concat,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-test-the-mock,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-text-in-image,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-thin-weight-body,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-tiny-touch-targets,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-trusting-client-validation,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/anti-pattern-vanity-metrics,@community,anti-pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/category-button-hierarchy,@community,category,False,,False,NO-UPSTREAM-CLAIMED
@community/category-form-input-states,@community,category,False,,False,NO-UPSTREAM-CLAIMED
@community/category-layout-grid,@community,category,False,,False,NO-UPSTREAM-CLAIMED
@community/category-typography-scale,@community,category,False,,False,NO-UPSTREAM-CLAIMED
@community/check-animation-duration,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-aria-label-required,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-body-readability,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-button-type-explicit,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-color-contrast-aaa,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-color-dark-mode-cascade,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-color-oklch-required,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-color-system-preflight,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-content-security-policy,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-content-width-constrained,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-contrast-aa,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-cookie-secure-flags,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-dependency-audit,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-error-message-associated,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-focus-visible-styled,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-font-blacklist-applied,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-form-label-associated,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-form-validation-inline,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-grid-baseline-aligned,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-heading-hierarchy,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-https-everywhere,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-image-optimization,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-ios-hig-compliance,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-ios-increase-contrast,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-line-length-optimal,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-link-purpose-clear,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-mobile-first,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-no-credentials-client,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-reduced-motion-required,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-secrets-not-in-git,@community,check,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/check-spacing-rhythm,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/check-touch-target-min,@community,check,False,,False,NO-UPSTREAM-CLAIMED
@community/collection-accessible-frontend,@community,collection,False,,False,NO-UPSTREAM-CLAIMED
@community/collection-accessible-modal,@community,collection,False,,False,NO-UPSTREAM-CLAIMED
@community/collection-fintech-compliance-ui,@community,collection,False,,False,NO-UPSTREAM-CLAIMED
@community/collection-i18n-ready-component,@community,collection,False,,False,NO-UPSTREAM-CLAIMED
@community/collection-performance-budget,@community,collection,False,,False,NO-UPSTREAM-CLAIMED
@community/collection-rest-api-discipline,@community,collection,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-accessibility-aa-minimum,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-animation-pref-respected,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-brand-hue-required,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-card-grid-gap,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-content-language-declared,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-distinctiveness-mandate,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-focus-indicator-min-size,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-focus-trap-modal,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-ios-onboarding-max-3,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-ios-reserved-gestures,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-ios-text-min-17pt,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-ios-touch-target-44pt,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-max-color-roles-7,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-mobile-touch-target-44px,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-monospace-tabular-numerics,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-motion-page-load-budget,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-no-icons-without-label,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-no-jquery-deps,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-no-pure-black-text,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-no-pure-white-bg,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-oklch-only-color,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-scroll-locked-modal-only,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-section-spacing,@community,constraint,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/constraint-shallow-navigation-depth,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-text-color-three-shades,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-typography-weight-blacklist,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/constraint-visual-fingerprint-uniqueness,@community,constraint,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-aria-bandaid,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-button-no-loading,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-div-button-no-tabindex,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-div-onclick-dropdown,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-empty-list-blank,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-hardcoded-pixel-padding,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-hero-png-text,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-icon-button-24px,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-low-contrast-focus,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-magic-number-padding,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-outline-none,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-status-color-only,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-tailwind-blue-500,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/counter-example-tooltip-hover-only,@community,counter-example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-accessible-chart,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-atlantic-longform,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-calcom-scheduler,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-catalyst-app,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-framer-page-transition,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-gallery-cta-sections,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-gallery-feature-sections,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-gallery-full-landings,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-gallery-hero-sections,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-gallery-pricing-sections,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-gallery-testimonial-sections,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-linear-card-hover,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-linear-cmdk,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-linear-issues-table,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-linear-kanban,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-linear-kbd-shortcuts,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-mercury-banking-dashboard,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-notion-blocks,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-notion-cmdk,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-notion-sidebar,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-nytmag-feature,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-pitchfork-review,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-plaid-connect,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-radix-dialog,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-radix-dropdown,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-radix-tabs,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-readwise-reader,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-resend-dashboard,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-resend-hero,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-shadcn-dashboard,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-shadcn-settings,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-stripe-checkout,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-stripe-dashboard,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-stripe-payment-success,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-stripe-pricing,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-tailwindui-app-shell,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-tailwindui-marketing,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-vercel-analytics,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-vercel-dashboard,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-vercel-hero,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-vercel-hero-gradient,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-vercel-pricing,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/example-vercel-sidebar,@community,example,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-8pt-grid-system,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-ai-fingerprint-detection,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-ai-palette-convergence,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-animation-curve-anticipation,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-animation-curve-overshoot,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-animation-distraction-cost,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-animation-mood-emotional-mapping,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-anthropic-brand-palette,@community,fact,False,MIT,False,UNDECLARED-UPSTREAM-LICENCE
@community/fact-anti-vibe-coded-fingerprints,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-aria-live-politeness,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-atomic-design-method,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-bidi-direction,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-border-radius-platform,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-card-sort-method,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-color-blindness-types,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-color-token-semantic-naming,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-consistency-standards,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-contrast-amplification,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-contrast-ratio-aa-vs-aaa,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-coppa-13-yo-threshold,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-density-vs-comfort-tradeoff,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-design-token-cascade,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-duration-perception-thresholds,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-easing-cubic-bezier,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-easing-mood-mapping,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-error-prevention,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-error-recovery-types,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-evaluation-set-frozen,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-fintech-number-display,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-flexibility-efficiency,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-gestalt-closure,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-gestalt-common-fate,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-gestalt-continuity,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-gestalt-figure-ground,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-gestalt-proximity,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-gestalt-similarity,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-hover-feedback-latency,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-http-method-semantics,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-hue-temperature-bias,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-idle-vs-error-vs-empty,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-ios-background-hierarchy,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-light-vs-dark-default,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-line-height-readability,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-loading-skeleton-vs-spinner,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-match-real-world,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-miller-rule-7,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-monospace-purpose,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-motion-as-feedback,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-motion-hierarchy,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-motion-vocabulary,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-oklch-perceptual-uniform,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-opportunity-cost-of-defaults,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-optical-sizing,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-optimal-line-length,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-optimistic-update-tradeoff,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-paradox-of-choice,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-percentile-vs-mean,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-pii-tokenization,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-rail-targets,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-recognition-over-recall,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-reduced-motion-priority,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-rfc-1918-private-ranges,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-spacing-token-progression,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-stagger-feel-organic,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-test-pyramid-ratios,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-tonal-palette-12-step,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-transitions-vs-animations,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-type-scale-modular,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-user-control-freedom,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/fact-variable-font-axes,@community,fact,False,,False,NO-UPSTREAM-CLAIMED
@community/feedback-a11y-audit-v1,@community,feedback,False,,False,NO-UPSTREAM-CLAIMED
@community/feedback-api-versioning-pain,@community,feedback,False,,False,NO-UPSTREAM-CLAIMED
@community/feedback-dark-mode-rollout,@community,feedback,False,,False,NO-UPSTREAM-CLAIMED
@community/feedback-i18n-launch-v1,@community,feedback,False,,False,NO-UPSTREAM-CLAIMED
@community/feedback-perf-budget-rollout,@community,feedback,False,,False,NO-UPSTREAM-CLAIMED
@community/feedback-stripe-redesign-2024,@community,feedback,False,,False,NO-UPSTREAM-CLAIMED
@community/method-a11y-audit,@community,method,False,,False,NO-UPSTREAM-CLAIMED
@community/method-animation-format-decision,@community,method,False,,False,NO-UPSTREAM-CLAIMED
@community/method-brand-distinctiveness-test,@community,method,False,,False,NO-UPSTREAM-CLAIMED
@community/method-design-md-extraction,@community,method,False,,False,NO-UPSTREAM-CLAIMED
@community/method-gallery-research,@community,method,False,,False,NO-UPSTREAM-CLAIMED
@community/method-heuristic-review,@community,method,False,,False,NO-UPSTREAM-CLAIMED
@community/method-persona-fingerprint-test,@community,method,False,,False,NO-UPSTREAM-CLAIMED
@community/method-research-finding-structure,@community,method,False,GPL-3.0,True,UNDECLARED-UPSTREAM-LICENCE
@community/metric-cls-cumulative-layout-shift,@community,metric,False,,False,NO-UPSTREAM-CLAIMED
@community/metric-contrast-ratio,@community,metric,False,,False,NO-UPSTREAM-CLAIMED
@community/metric-inp-interaction-to-next-paint,@community,metric,False,,False,NO-UPSTREAM-CLAIMED
@community/metric-lcp-largest-contentful-paint,@community,metric,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-airbnb-signature-marketing,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-autocomplete-combobox,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-blog-article-layout,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-blue-green-deploy,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-border-radius-by-persona,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-border-radius-decision,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-breadcrumb-trail,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-button-press-feedback,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
